"cliid","placa","datapedido"
"764","IR97VTB","2013-10-04"
"765","EZ60AIO","2020-11-23"
"766","KD16CLU","2019-09-08"
"767","LV02VYQ","2021-12-19"
"768","SH14PDJ","2010-09-24"
"769","XT95CQI","2023-05-02"
"770","JU33PIP","2014-12-15"
"771","YM25MTI","2019-03-06"
"772","DR81DWY","2023-04-08"
"773","TR91LXL","2015-11-23"
"774","HF94IVN","2011-05-07"
"775","UT09OGM","2014-01-27"
"776","PD08JKM","2020-06-19"
"777","IE65VBB","2013-02-02"
"778","PI35FOA","2014-05-17"
"779","NI99FOY","2018-11-28"
"780","VA62XXT","2023-11-17"
"781","QE53WJN","2015-10-28"
"782","AO75CDZ","2012-08-19"
"783","TS48SIJ","2016-12-18"
"784","FL49RLU","2010-10-31"
"785","LD75VZT","2015-06-23"
"786","PT43PJN","2013-06-23"
"787","NR12VNN","2015-04-02"
"788","IP51OIK","2021-01-31"
"789","RW77JSZ","2018-02-16"
"790","JK05IRU","2015-12-02"
"791","GZ21FLF","2015-03-16"
"792","FC46ETQ","2021-03-26"
"793","DY65REO","2019-12-03"
"794","ZB79HSO","2012-02-09"
"795","WV21IFF","2014-11-28"
"796","PW18HZS","2011-12-18"
"797","DD02RIS","2010-12-04"
"798","QB87VQC","2019-05-06"
"799","UK18BZF","2023-08-22"
"800","YO81VSQ","2016-10-01"
"801","TP23UUJ","2016-10-22"
"802","KY60EIX","2022-04-26"
"803","NG90KSC","2015-02-21"
"804","ES43AYO","2018-08-20"
"805","NS57SDT","2019-08-13"
"806","LT10WNJ","2012-10-11"
"807","WU65PYH","2012-06-08"
"808","LA86JIF","2013-10-11"
"809","UX22NFQ","2022-11-25"
"810","JJ15YFC","2023-05-24"
"811","PI91ZHR","2013-03-29"
"812","AB13CUZ","2023-02-25"
"813","NF85UCR","2014-01-04"
"814","MW99FVX","2018-12-06"
"815","CZ61ACQ","2014-02-19"
"816","OC04RAW","2020-08-18"
"817","YL37SWU","2013-02-05"
"818","JE61KPI","2012-10-27"
"819","QJ57NHL","2012-05-07"
"820","ZG91QKS","2015-07-04"
"821","RY51AXF","2023-02-21"
"822","XJ55SDD","2019-10-26"
"823","TL74HRC","2018-11-23"
"824","BM98ZAW","2023-10-20"
"825","KH14TLP","2024-04-25"
"826","JM13AXR","2012-08-04"
"827","ZK92OQZ","2016-01-22"
"828","AL66IRL","2018-12-07"
"829","QN96TGU","2014-07-07"
"830","OZ40HNZ","2024-01-13"
"831","HD70CRL","2017-05-06"
"832","OZ61DQC","2014-01-20"
"833","MJ24DUJ","2022-12-31"
"834","UG38IRZ","2013-06-11"
"835","NF50KUN","2019-03-30"
"836","DG42EGW","2016-02-15"
"837","QI51CIR","2020-01-01"
"838","KM40MXU","2018-09-12"
"839","VU30YPE","2015-11-12"
"840","JP75DIN","2019-07-29"
"841","IR50ILG","2019-11-12"
"842","QH05CRO","2021-03-11"
"843","KL29HVD","2016-10-28"
"844","WJ59JMS","2024-02-18"
"845","VB48LNU","2023-06-04"
"846","UF35GNT","2023-07-31"
"847","IZ51JEL","2023-03-28"
"848","FN21UCM","2012-01-19"
"849","OC42CMB","2013-04-21"
"850","OU43GGZ","2011-09-29"
"851","TI83GMB","2013-09-24"
"852","MN99ATU","2012-04-05"
"853","BS88DDD","2016-09-11"
"854","NY75TZL","2023-11-30"
"855","HN92YPY","2023-10-27"
"856","AD90YEZ","2017-05-12"
"857","FC06JKJ","2022-06-19"
"858","DS94UCQ","2016-06-02"
"859","NF67GJN","2016-07-01"
"860","UN86KPE","2021-09-18"
"861","TT45LOJ","2013-09-30"
"862","LN23UWH","2018-12-21"
"863","NY60AWV","2023-03-01"
"864","LS96RKJ","2016-07-08"
"865","NW00DQH","2013-01-30"
"866","TC61MGM","2014-11-06"
"867","HZ82WCA","2023-01-26"
"868","HU47TZT","2021-06-14"
"869","XP73JDS","2013-01-01"
"870","WA48AMV","2013-03-18"
"871","PV55QSW","2020-02-25"
"872","XU30YQN","2019-11-07"
"873","OI97QTC","2021-09-28"
"874","IK84GUJ","2023-10-21"
"875","EL26FJS","2011-09-27"
"876","IW05HMX","2018-05-08"
"877","KH59KXV","2021-11-07"
"878","UN02KHQ","2017-09-18"
"879","ZV17ZJQ","2011-07-16"
"880","HV06ENO","2014-12-08"
"881","WV73JEX","2015-04-24"
"882","SW69YIE","2018-01-24"
"883","YT43QSO","2009-08-30"
"884","DM52APH","2016-08-18"
"885","WL70QLH","2022-08-20"
"886","DR55FNA","2011-01-15"
"887","JS96XLE","2013-08-15"
"888","YH17YBQ","2021-07-21"
"889","IX37YWF","2021-08-08"
"890","PR51YWZ","2013-12-11"
"891","OJ42XMD","2016-05-24"
"892","YM01WGI","2016-08-06"
"893","JG79DMW","2013-12-04"
"894","QG58EFL","2019-03-28"
"895","RE97GJN","2022-06-12"
"896","GV86CIM","2021-03-15"
"897","TU85UOZ","2016-08-12"
"898","HE29YOM","2021-09-08"
"899","GD41NYF","2013-02-08"
"900","MZ18FKF","2012-11-09"
"901","TS36AAR","2012-10-26"
"902","WX79GOU","2012-09-29"
"903","GG89WQO","2015-08-21"
"904","XS69QGS","2018-07-03"
"905","DE95IMQ","2016-02-09"
"906","KG83IOO","2022-10-29"
"907","UB91SXV","2016-07-05"
"908","UU96ONW","2015-01-16"
"909","NW33LVS","2019-02-15"
"910","AW85QLM","2022-01-27"
"911","DE14SHC","2009-09-04"
"912","LE31NIT","2021-12-12"
"913","CF93UAQ","2017-01-11"
"914","MG43OBC","2013-12-19"
"915","TB64TYN","2022-08-26"
"916","VJ80XYJ","2017-08-12"
"917","ZN70TGE","2019-10-02"
"918","BR80CHL","2019-02-28"
"919","RT89IBF","2011-01-22"
"920","RI58HUC","2022-06-11"
"921","YF23BCW","2013-12-18"
"922","EO92XBX","2023-08-07"
"923","EZ07MKG","2010-01-07"
"924","TD97VLU","2021-02-01"
"925","MK77JPG","2023-05-24"
"926","FV12QBQ","2021-11-08"
"927","EC84ZHP","2019-05-07"
"928","RM97LED","2013-05-08"
"929","PN13VUF","2023-02-03"
"930","XN68IJF","2010-05-12"
"931","WX38VMH","2021-01-21"
"932","FL29XNN","2010-05-13"
"933","IZ42SFO","2010-11-01"
"934","OI80XIK","2018-04-13"
"935","WU44TXE","2014-05-22"
"936","TQ50CCH","2022-02-16"
"937","MC47BBE","2020-11-17"
"938","RL22TJM","2023-03-17"
"939","WT62ELW","2014-12-16"
"940","VJ97FCJ","2016-10-24"
"941","OM95HSW","2015-11-10"
"942","HA20CWL","2023-08-12"
"943","VA76DSP","2011-05-02"
"944","ID43MIJ","2017-04-05"
"945","FF95PXV","2017-04-30"
"946","DP11TQN","2010-04-08"
"947","JX96SSY","2021-01-20"
"948","GB57QUA","2010-07-04"
"949","WP34BEY","2024-02-02"
"950","GA27EKZ","2013-12-28"
"951","AC88JSS","2016-08-08"
"952","OO50EPW","2012-01-27"
"953","OH59BMY","2020-01-20"
"954","OT49WVJ","2019-04-28"
"955","FE57IOD","2014-08-26"
"956","QF43GFE","2011-06-08"
"957","SF22RZT","2021-10-26"
"958","JC73OCZ","2019-02-15"
"959","OF21HDB","2010-10-17"
"960","AH90KRJ","2020-06-23"
"961","KU26UQL","2022-04-10"
"962","CX22IGX","2024-03-21"
"963","GK78VVQ","2018-09-04"
"964","SR60HHO","2012-07-11"
"965","YR20DXL","2018-12-28"
"966","MQ10FCH","2024-02-09"
"967","OH55PBU","2016-08-07"
"968","DW61LAO","2023-03-16"
"969","NJ72EPI","2018-10-03"
"970","TL90BVP","2022-04-01"
"971","XX75YJT","2021-06-27"
"972","WU70TSI","2018-06-29"
"973","VS44AEE","2013-07-20"
"974","JO48ONF","2012-01-11"
"975","TY00VOB","2011-09-24"
"976","IH10VQZ","2009-10-01"
"977","XQ10XNV","2017-05-17"
"978","GB97ZRZ","2022-03-28"
"979","YT11KPV","2015-10-16"
"980","PE15YJD","2020-06-02"
"981","FT47RGA","2022-06-18"
"982","FG60DVR","2023-02-02"
"983","XL56WQC","2020-05-24"
"984","RK00RHO","2018-02-20"
"985","YF89TUI","2010-08-29"
"986","JH08WHG","2020-01-17"
"987","UU00BJR","2016-12-30"
"988","UJ42JEL","2012-05-01"
"989","CZ81BYU","2010-02-04"
"990","CH81JEU","2017-12-06"
"991","PF35RNZ","2010-07-16"
"992","XX00AGM","2018-03-25"
"993","XU04QCS","2017-01-23"
"994","KD15WQN","2015-01-14"
"995","JQ97NHH","2014-04-17"
"996","QP98HYS","2013-12-18"
"997","HG79XJZ","2023-04-10"
"998","OZ95LRN","2009-10-03"
"999","VS21ZAJ","2010-02-10"
"1000","AF82SJC","2009-12-04"
"1001","VY12GSD","2018-11-27"
"1002","WO47TKR","2011-01-14"
"1003","JK05JXR","2014-01-29"
"1004","PN82DSS","2010-03-10"
"1005","JF56FXB","2018-08-31"
"1006","XO86JWE","2009-12-04"
"1007","WO96XBR","2019-11-15"
"1008","KQ44JVU","2022-03-05"
"1009","JK92OBH","2009-10-04"
"1010","WC30DWL","2015-12-13"
"1011","KU31FEE","2016-05-27"
"1012","NW05UAQ","2020-05-09"
"1013","FR53IQX","2009-12-28"
"1014","SY97QAC","2017-12-30"
"1015","MN97OGG","2022-10-29"
"1016","XQ76APR","2016-01-08"
"1017","IU49GTC","2019-01-02"
"1018","VW06GWY","2018-01-07"
"1019","BN98UCI","2012-07-01"
"1020","PA68RVB","2013-12-13"
"1021","ES50SRC","2024-03-18"
"1022","AR47AIN","2021-10-08"
"1023","HG39UGQ","2009-10-24"
"1024","GB66WKR","2018-09-20"
"1025","IX95EGI","2010-12-17"
"1026","EE18VZJ","2009-08-24"
"1027","ES66OWS","2017-01-20"
"1028","IP45PWL","2013-07-26"
"1029","FU90HDN","2020-09-17"
"1030","KK63ADM","2015-10-10"
"1031","ZQ83VFU","2009-09-27"
"1032","VI54BRD","2022-08-12"
"1033","MO60VTI","2018-09-11"
"1034","IT09BXU","2014-01-21"
"1035","HL82ZIC","2023-07-13"
"1036","VA68RZF","2021-03-04"
"1037","WG97TGZ","2010-08-21"
"1038","WM03BBM","2014-01-14"
"1039","DB48JAB","2021-01-15"
"1040","IS91JWW","2022-11-18"
"1041","LL92OQU","2014-03-12"
"1042","US71CFZ","2010-08-17"
"1043","FZ17JPI","2014-01-20"
"1044","LB83AVU","2023-07-12"
"1045","VC35RAP","2023-10-18"
"1046","JW58VSF","2017-02-24"
"1047","IA08GIM","2018-02-22"
"1048","VX01DHG","2024-03-17"
"1049","CM34ZES","2015-02-16"
"1050","LI85EIL","2021-08-27"
"1051","ND16RWD","2011-01-27"
"1052","LY10IGT","2020-09-09"
"1053","IO67XQX","2010-01-04"
"1054","IQ28OKI","2015-11-03"
"1055","XG86UUS","2016-08-17"
"1056","YL08QEC","2022-01-11"
"1057","AT58NTF","2018-02-09"
"1058","CV79SAH","2015-03-31"
"1059","KD65DZV","2015-11-29"
"1060","ZW48CPO","2012-06-28"
"1061","DU18TTG","2015-03-17"
"1062","TS65HCP","2016-04-29"
"1063","IE13YYQ","2016-11-16"
"1064","WX83SEZ","2013-11-14"
"1065","NA73JZW","2018-06-18"
"1066","NE31QBH","2009-08-03"
"1067","CG83WVO","2014-01-13"
"1068","RQ39EBS","2017-03-06"
"1069","NN84PYM","2023-02-20"
"1070","CI68XRD","2020-11-24"
"1071","DZ58TAI","2013-08-29"
"1072","NY36TCR","2014-06-23"
"1073","SQ57AJX","2023-12-15"
"1074","NR81XMC","2021-07-16"
"1075","JE63RVT","2021-09-17"
"1076","AK91TMB","2018-04-23"
"1077","NO12ACY","2012-03-20"
"1078","WS90FSS","2014-07-01"
"1079","UM53UBP","2016-10-22"
"1080","CF92SQF","2017-04-18"
"1081","AZ18PIA","2016-10-18"
"1082","GF79LUJ","2021-02-23"
"1083","MN96PDC","2010-04-12"
"1084","TC23NJO","2019-11-21"
"1085","EA05BHU","2018-12-10"
"1086","QQ76CAI","2011-10-08"
"1087","OV14TCW","2010-11-17"
"1088","AE61QMQ","2022-09-12"
"1089","WB80HRA","2012-10-21"
"1090","CC19SQW","2021-03-06"
"1091","EU02BJG","2021-04-17"
"1092","YR71HSM","2018-11-12"
"1093","MB55UMM","2013-10-30"
"1094","BD23YVE","2023-07-07"
"1095","RR78VUH","2012-11-02"
"1096","LQ59GUL","2013-07-18"
"1097","TH74PLY","2015-05-16"
"1098","GN20WAB","2015-04-28"
"1099","JH97JLO","2015-04-12"
"1100","LO42YFY","2019-10-28"
"1101","NB69ZBV","2012-08-16"
"1102","GH20LKS","2015-09-06"
"1103","YZ56LSS","2011-05-02"
"1104","FI22KRQ","2022-08-23"
"1105","FX08HTH","2019-09-26"
"1106","MJ94KTY","2009-12-14"
"1107","EQ76HXI","2018-04-26"
"1108","ET48IKL","2010-01-05"
"1109","WY20QZY","2009-12-03"
"1110","WQ54EZO","2022-08-22"
"1111","DH34SDR","2013-01-29"
"1112","DO30ZBG","2018-07-07"
"1113","RQ15FGY","2019-06-28"
"1114","VM18ESN","2011-01-15"
"1115","AQ09FEV","2012-03-11"
"1116","HQ18MWR","2015-06-14"
"1117","UH79JWY","2020-11-30"
"1118","CZ78GID","2020-04-08"
"1119","AY47SFS","2014-06-17"
"1120","FX75NVR","2010-07-31"
"1121","QE48UDT","2012-09-12"
"1122","QY13OVA","2019-03-09"
"1123","CH98XPE","2019-12-02"
"1124","OI84DEO","2016-04-13"
"1125","WE18ZHZ","2022-01-07"
"1126","OH57CNG","2014-03-12"
"1127","NL95NTI","2021-08-24"
"1128","OQ21MBM","2011-11-02"
"1129","FS11IXB","2011-10-22"
"1130","AT20URT","2021-07-12"
"1131","BU49VAT","2011-05-30"
"1132","TI05LTP","2023-05-26"
"1133","TQ18AWS","2010-01-27"
"1134","CD71IKK","2023-11-13"
"1135","YM81VHT","2014-12-12"
"1136","BA34LHP","2017-10-08"
"1137","HT99RYW","2011-09-19"
"1138","GY50DRN","2011-10-12"
"1139","KU76FXR","2014-02-07"
"1140","YP24ZIV","2023-05-02"
"1141","AW73LXS","2017-07-26"
"1142","QQ51SJO","2012-04-27"
"1143","AX00TAW","2012-03-03"
"1144","VG70YGD","2011-09-11"
"1145","DR00JMR","2015-07-02"
"1146","AR77CZR","2009-12-22"
"1147","BP24VKW","2013-06-06"
"1148","ON99VWM","2022-12-14"
"1149","YL19DCX","2011-12-21"
"1150","ZX29BBG","2019-12-14"
"1151","JQ41RZD","2018-04-09"
"1152","XU32VEI","2023-11-29"
"1153","AF00VHC","2010-11-21"
"1154","PQ86XZV","2022-10-30"
"1155","AV62WDZ","2018-08-25"
"1156","TV52LCN","2010-08-02"
"1157","FD47TXA","2017-04-25"
"1158","UR42ZTC","2015-09-20"
"1159","IY38XKI","2022-10-31"
"1160","YB67BZI","2023-10-30"
"1161","XA82LLX","2016-03-24"
"1162","EJ62IEW","2010-08-03"
"1163","XW47DPJ","2016-03-13"
"1164","ZD35EQT","2019-08-10"
"1165","HQ66EIE","2015-05-28"
"1166","NN67VAP","2019-03-24"
"1167","RL40AAS","2012-03-23"
"1168","HK66FLG","2021-06-09"
"1169","FL83YFF","2021-01-09"
"1170","AJ91FBM","2010-08-09"
"1171","OZ19EYM","2018-01-29"
"1172","EV31LXU","2014-07-31"
"1173","AD15KGX","2017-01-17"
"1174","CH40PPG","2020-08-02"
"1175","BT78LTX","2017-03-04"
"1176","EG27ZNX","2010-10-13"
"1177","LT85OIF","2018-12-06"
"1178","KO82MUV","2019-10-12"
"1179","EW35TYH","2023-04-07"
"1180","RE91UYJ","2010-01-12"
"1181","IZ20UXO","2022-09-17"
"1182","AG38CAG","2011-01-29"
"1183","OM09WUD","2022-01-17"
"1184","KG61KTD","2020-05-12"
"1185","RH28NMS","2021-09-06"
"1186","UJ29JFP","2024-03-20"
"1187","DM44OYL","2023-08-10"
"1188","LP54RRN","2015-06-11"
"1189","FT81BIJ","2022-08-23"
"1190","AI69OAG","2017-10-31"
"1191","BL41TWD","2020-06-26"
"1192","JA24ELW","2021-03-12"
"1193","AR44TQI","2023-01-01"
"1194","GT22FUN","2017-10-25"
"1195","JG45PFE","2015-08-04"
"1196","EX32JHE","2018-10-03"
"1197","AT13YJK","2018-09-05"
"1198","PU47TNS","2019-03-12"
"1199","PY38KGE","2011-01-19"
"1200","OU49EPP","2024-04-08"
"1201","YY71YMZ","2017-08-10"
"1202","WV39GVA","2023-06-19"
"1203","PS00DCD","2019-12-20"
"1204","OZ83FHQ","2017-11-18"
"1205","FK07UEZ","2014-01-24"
"1206","MB24PKG","2014-07-06"
"1207","GT11XSK","2013-07-03"
"1208","KA07UYA","2012-08-01"
"1209","DJ29XGT","2015-12-01"
"1210","SA82OCT","2010-12-09"
"1211","PN59DAO","2021-05-02"
"1212","IM23SRT","2020-10-01"
"1213","BI02YVR","2021-03-25"
"1214","OV14OJT","2016-07-15"
"1215","WU66SYM","2011-10-13"
"1216","BY46XCF","2009-11-12"
"1217","OZ40JTA","2011-10-04"
"1218","GM77YZJ","2022-11-28"
"1219","VD80DYD","2021-02-12"
"1220","CT34PKA","2016-03-04"
"1221","DU96KMX","2020-11-21"
"1222","CQ34OGP","2013-06-01"
"1223","FL27OVT","2015-12-07"
"1224","YS13SEX","2022-04-18"
"1225","FT30AGZ","2023-11-07"
"1226","LS62DUU","2014-09-30"
"1227","JP68GAL","2020-09-21"
"1228","MB78IFY","2019-02-24"
"1229","FB44BKT","2012-10-19"
"1230","YI45COW","2009-08-14"
"1231","XO55UTP","2013-05-26"
"1232","GK37ASR","2020-05-03"
"1233","MH42NNS","2023-09-16"
"1234","CP09WCU","2023-04-10"
"1235","NO68QZJ","2024-04-22"
"1236","CQ54SWA","2015-06-23"
"1237","EN04DTK","2010-11-09"
"1238","NE75WKM","2021-03-22"
"1239","SO47ECX","2021-06-07"
"1240","AI81UNH","2012-08-18"
"1241","SR28UNO","2017-05-11"
"1242","HO12IWH","2019-11-30"
"1243","CQ67HGR","2015-02-20"
"1244","ON44CRS","2012-12-12"
"1245","JR50YCY","2024-02-18"
"1246","ZJ46RVQ","2014-12-17"
"1247","IU44DHZ","2022-03-18"
"1248","OM57EZA","2012-11-13"
"1249","CY99MSH","2021-12-31"
"1250","JL67VMC","2020-10-05"
"1251","TX07SHN","2010-07-11"
"1252","TS76FJH","2010-07-25"
"1253","IL14EBF","2011-12-27"
"1254","FR73GWW","2022-10-22"
"1255","SB07CNL","2022-09-13"
"1256","NI53DTP","2017-01-04"
"1257","EE24JHK","2016-11-26"
"1258","JS71BDQ","2019-12-04"
"1259","HF64ELI","2017-01-18"
"1260","YH75RND","2021-12-05"
"1261","TU56PAL","2014-09-06"
"1262","TV01TOV","2018-04-18"
"1263","RE26FYP","2011-06-13"
"1264","NV93KAJ","2012-09-19"
"1265","NC00IER","2020-08-22"
"1266","KU40XLT","2010-10-18"
"1267","MO49LTN","2023-01-18"
"1268","JP95HZC","2019-03-25"
"1269","IA76HRA","2018-03-05"
"1270","QV10XCG","2012-02-28"
"1271","KA34ZBG","2020-07-06"
"1272","VU38IFS","2010-07-09"
"1273","FH36LGD","2011-02-07"
"1274","EJ01GYD","2022-10-22"
"1275","RU11WGI","2021-01-13"
"1276","GV37KKD","2021-02-28"
"1277","RR06ACE","2022-12-15"
"1278","RH69FSY","2018-10-13"
"1279","HU51GCD","2019-08-10"
"1280","XO16JLQ","2014-03-12"
"1281","WO31LZF","2020-07-07"
"1282","JI22YEH","2012-04-05"
"1283","ER70JHD","2018-10-20"
"1284","LJ18DIB","2021-10-07"
"1285","FS45VCN","2015-06-26"
"1286","FJ43GGX","2010-10-26"
"1287","OT69LUO","2020-10-31"
"1288","BF82KYG","2015-11-10"
"1289","WI24VJP","2010-01-02"
"1290","SG23YAO","2022-12-17"
"1291","OD69IPN","2012-03-18"
"1292","JK58MLU","2023-07-02"
"1293","XB01MDN","2020-11-11"
"1294","EJ76VBI","2020-03-07"
"1295","CY33OXI","2010-10-20"
"1296","QC99ITJ","2015-09-13"
"1297","OE66YMD","2016-01-15"
"1298","QI46HAD","2022-06-26"
"1299","ST90WSJ","2018-03-11"
"1300","YN97SKT","2015-02-10"
"1301","BK37FZW","2020-10-25"
"1302","JA06WOB","2015-04-07"
"1303","RP14JET","2015-09-14"
"1304","SM43SAY","2012-07-27"
"1305","WX84OXW","2012-02-10"
"1306","DO14XVQ","2011-07-20"
"1307","CB27FBC","2018-10-04"
"1308","QL26EOT","2011-06-05"
"1309","LW36SJH","2019-06-15"
"1310","MM42JMO","2019-07-04"
"1311","QJ67ODV","2023-05-09"
"1312","FE95EOA","2023-12-28"
"1313","PV33PNH","2013-07-30"
"1314","VK43NLJ","2010-01-04"
"1315","GC03HGS","2014-11-27"
"1316","FI22QUX","2017-02-09"
"1317","ZX42SCN","2013-01-07"
"1318","SU22QED","2012-12-02"
"1319","KP01FAE","2022-02-11"
"1320","BB13WFR","2019-01-31"
"1321","MC12DPU","2012-05-08"
"1322","BI27OKX","2022-07-25"
"1323","IM30STR","2018-12-13"
"1324","ND59ELD","2017-02-20"
"1325","WQ76TXB","2013-08-06"
"1326","YJ40VQG","2014-11-01"
"1327","ID14DPS","2013-11-30"
"1328","KX11BER","2022-01-06"
"1329","OF95FBR","2010-07-23"
"1330","KO14LVZ","2017-03-04"
"1331","FN31KFD","2018-11-28"
"1332","OJ43FEF","2017-12-20"
"1333","VV74TXL","2016-09-23"
"1334","GV18YMC","2015-01-15"
"1335","EO02GNC","2012-04-16"
"1336","JV44PAL","2024-02-20"
"1337","FN49LPU","2010-07-06"
"1338","HH27NVO","2010-02-21"
"1339","QC47MGZ","2018-05-27"
"1340","LA35VRK","2015-08-25"
"1341","EX25TUM","2015-03-31"
"1342","TL72RPM","2013-03-07"
"1343","UL16IWN","2011-10-20"
"1344","IX49AQE","2019-03-12"
"1345","PZ39AXM","2018-10-23"
"1346","YM07GRN","2009-11-13"
"1347","CS71VKF","2012-09-03"
"1348","FW37VFE","2018-11-09"
"1349","IP41SXF","2019-01-22"
"1350","OW38XCF","2022-05-17"
"1351","TJ77GIX","2017-10-06"
"1352","EC22LPF","2019-11-19"
"1353","RU29SBI","2017-02-11"
"1354","JN57SOA","2016-07-07"
"1355","DP12EXC","2011-02-15"
"1356","FH23TKD","2011-03-21"
"1357","CR33AAD","2017-12-21"
"1358","ET56GDB","2010-07-19"
"1359","SY42RUA","2010-05-18"
"1360","ZT43RJR","2011-12-18"
"1361","TE98KVQ","2014-10-31"
"1362","ZI43BRP","2014-09-12"
"1363","FM36CPV","2023-06-24"
"1364","TG66NGR","2010-03-28"
"1365","PK12KED","2018-11-12"
"1366","EG93JHF","2010-09-04"
"1367","FF91UZO","2011-02-05"
"1368","PH07WWR","2012-06-20"
"1369","WB32EGI","2015-04-08"
"1370","QH41TYG","2021-01-22"
"1371","PZ03LYU","2022-03-15"
"1372","UF64WXW","2021-06-24"
"1373","XT77FBE","2018-07-30"
"1374","BL37NFV","2018-08-30"
"1375","ED14URB","2011-08-14"
"1376","EH08CLS","2013-02-10"
"1377","EB44YHZ","2014-04-16"
"1378","KQ59AFR","2021-04-07"
"1379","FJ83IGM","2014-05-04"
"1380","GV56QJN","2011-08-18"
"1381","PK80PWP","2018-09-18"
"1382","JZ15VII","2012-03-18"
"1383","XM59OPO","2024-04-22"
"1384","NB61RRL","2010-01-01"
"1385","WE71OHX","2012-09-26"
"1386","VI34YDS","2018-11-11"
"1387","AK60KXA","2015-03-19"
"1388","NY79LZV","2023-10-14"
"1389","ZK02GBR","2015-05-15"
"1390","KD11THD","2020-12-26"
"1391","ZT24WVX","2014-03-04"
"1392","QR36FIF","2012-12-26"
"1393","CS53UZH","2020-06-19"
"1394","YN96OST","2016-01-25"
"1395","EL71ZTX","2015-08-27"
"1396","US45FVL","2014-09-13"
"1397","DD51TTV","2013-09-27"
"1398","GP86SGZ","2010-08-21"
"1399","JT75BLL","2013-05-29"
"1400","WL84SHF","2010-03-24"
"1401","LZ21SRW","2017-10-02"
"1402","UL79CHZ","2018-02-20"
"1403","SL71CVD","2015-02-15"
"1404","OS19ZTX","2017-01-25"
"1405","HR29ZDQ","2023-07-25"
"1406","VI92FNF","2021-08-19"
"1407","BE76ISV","2014-06-22"
"1408","YD39AHF","2016-11-23"
"1409","PY84BBW","2016-06-17"
"1410","WL07MMK","2022-08-08"
"1411","AJ00NFX","2020-10-04"
"1412","VS44KDH","2013-12-12"
"1413","ZV54RNN","2017-03-27"
"1414","NN35EUM","2010-08-16"
"1415","LB50VKY","2017-08-15"
"1416","CK46KRP","2021-11-19"
"1417","QG10DFV","2017-11-27"
"1418","DE48EHU","2009-09-09"
"1419","UR68OXY","2011-02-02"
"1420","XF42GAR","2010-07-21"
"1421","UO67RLD","2015-09-06"
"1422","AV67KDX","2013-07-24"
"1423","FG37QQR","2010-09-19"
"1424","NC28LAQ","2011-05-29"
"1425","LH95IDA","2014-02-27"
"1426","ID29ADN","2015-07-18"
"1427","LE46YFP","2021-01-17"
"1428","VV72WUH","2009-11-22"
"1429","EM84AXW","2012-10-02"
"1430","IF81ZZU","2021-06-15"
"1431","GF85JMX","2021-03-14"
"1432","VG27DDH","2022-05-04"
"1433","SX78FML","2016-07-24"
"1434","MK92IEA","2013-01-10"
"1435","IN25ZNY","2018-02-20"
"1436","RD89AFK","2014-12-04"
"1437","AL29IFK","2016-08-04"
"1438","YR22KCT","2015-11-23"
"1439","FI17WUR","2020-09-07"
"1440","PZ84YSC","2012-10-06"
"1441","LY87WYF","2017-03-29"
"1442","JR18GHX","2021-06-29"
"1443","FY76UST","2013-01-02"
"1444","JK50QVX","2010-07-21"
"1445","UU92OXZ","2010-01-26"
"1446","KC38LZZ","2015-04-05"
"1447","EO43NQX","2019-05-26"
"1448","IY11SJL","2020-11-20"
"1449","SY41KTB","2013-11-21"
"1450","TP31FGY","2018-03-14"
"1451","CN84RWM","2021-04-21"
"1452","PN05HFJ","2013-09-29"
"1453","GH77WPF","2015-02-07"
"1454","XX26NVZ","2023-01-07"
"1455","HG92OXE","2018-01-01"
"1456","KD22STQ","2021-09-04"
"1457","JO47EJE","2023-02-08"
"1458","EN57WMQ","2021-04-10"
"1459","BV60JIM","2021-09-18"
"1460","BK52JVX","2016-02-29"
"1461","UB99RGN","2022-11-18"
"1462","RW09JKB","2021-06-13"
"1463","EP32GQG","2022-11-21"
"1464","XH15SWM","2015-08-04"
"1465","VD33MXU","2017-06-02"
"1466","KF21JOO","2014-04-04"
"1467","FC92STB","2016-06-17"
"1468","GL15SNR","2015-10-06"
"1469","XS08DQU","2021-08-11"
"1470","QQ08SLZ","2010-10-23"
"1471","LK08VON","2010-07-17"
"1472","BQ81ICL","2020-08-02"
"1473","NC97QMH","2023-12-10"
"1474","UC95KUH","2014-04-06"
"1475","FR09WWQ","2010-06-06"
"1476","GC61BZR","2011-02-06"
"1477","YJ76WWP","2017-08-15"
"1478","BT25FYZ","2012-09-11"
"1479","LL36RJL","2023-01-08"
"1480","QI02VEF","2017-01-02"
"1481","BB06GGN","2016-12-31"
"1482","MU98ZAY","2010-01-12"
"1483","IA61LNP","2012-01-16"
"1484","SP74DWP","2012-02-07"
"1485","AY89MDX","2012-06-27"
"1486","FI32ASU","2012-03-18"
"1487","KQ20JNR","2015-06-20"
"1488","TQ41AIX","2016-03-15"
"1489","MC13DXI","2022-06-18"
"1490","TM10PPB","2018-06-02"
"1491","RF69DFI","2022-05-09"
"1492","CU31TIR","2020-04-06"
"1493","FD58UKH","2021-08-08"
"1494","JP79DWK","2013-10-16"
"1495","LD78XBM","2019-05-22"
"1496","YV33GJH","2013-07-27"
"1497","HL22VUH","2017-02-18"
"1498","BD95CVO","2015-08-04"
"1499","NJ48SQQ","2020-08-20"
"1500","HV99BVP","2020-06-16"
"1501","SR00ATT","2020-12-26"
