"placa","marca","modelo","anofab","licenca"
"DR05YHN","Hyundai","Charger",2023,"SZqrpIUC"
"AD62ZRV","Ford","Grand Caravan",2023,"uooezkwY"
"JB08SNK","Tesla","XC90",2016,"ZkmvOrST"
"EK08BIG","Volkswagen","Golf",2011,"QJBBvlrF"
"BU10RZJ","Polestar","Model Y",2019,"JygQxVJF"
"WI02BIZ","Volkswagen","Beetle",2023,"EXNqcJgz"
"SP52JRZ","Mazda","911",2010,"ZNmRfAcX"
"YY35PWZ","Smart","LeBaron",2010,"CwmMusGl"
"QQ31ZBZ","Smart","A8",2017,"KDejAnYc"
"OB43CQL","Kia","Cruze",2017,"NMYxgCnQ"
"DQ20IYX","Cadillac","Accord",2020,"sxZzCqKH"
"UF58UWO","Tesla","Impala",2014,"lHkiiYvZ"
"AY22XIB","Hyundai","Malibu",2015,"EehjNbNA"
"BP96EZZ","Mazda","Expedition",2016,"oABwRzxL"
"WB28KXC","Aston Martin","Corvette",2012,"VrtAGDNX"
"DX10EJV","Volkswagen","Ranchero",2022,"XuShaiTR"
"HH08UAP","Volkswagen","V90",2018,"YxSynYHh"
"ZF44DFT","Volvo","Ranchero",2014,"WRMCqQom"
"XD97CPQ","Audi","911",2012,"VOfFnMSv"
"PU98LYE","Ford","Countach",2012,"JXbxexDF"
"XV39RTW","BMW","Challenger",2018,"gASVOFSG"
"HN67HGQ","Ferrari","Model X",2010,"nFKqKpoE"
"VL51POV","Fiat","F-150",2011,"aLwLMVbh"
"RO49BGC","Chevrolet","Camaro",2015,"rLZlFkOg"
"WM43WMO","Kia","Grand Cherokee",2010,"JqwbzeRH"
"ZH05PIP","Fiat","CTS",2011,"jczyJtHs"
"UM63EWN","Land Rover","XC90",2022,"XzXQrypp"
"RS51HXE","Kia","Golf",2016,"ShYWTcct"
"JU96VCF","Cadillac","Civic",2015,"HoysLPTW"
"XN92PDB","Mercedes Benz","ATS",2017,"ZCEUxeJq"
"KB31SSG","Chevrolet","Civic",2011,"MgaYyfmQ"
"IT31ZIK","Toyota","Jetta",2013,"tyaosHUp"
"VS84TKL","Maserati","Prius",2011,"gHJjUGKe"
"HB76KVN","Tesla","Charger",2020,"xprkknNB"
"XM74KBR","Tesla","911",2014,"hQOCFkgW"
"FN62MSC","Chevrolet","A4",2023,"ttUFvIUr"
"RI11DDH","Land Rover","A8",2020,"uCdekdYr"
"MU19DYR","Nissan","Golf",2015,"fIAESBLG"
"OF89FHZ","Porsche","PT Cruiser",2015,"mxtSWXwN"
"KI08BXX","Tesla","PT Cruiser",2010,"ZfIKFXPE"
"UL88LVN","Fiat","Durango",2024,"ZAdfPBLt"
"WB41LMF","Toyota","F-150",2021,"BHWCJPKk"
"KO42BPM","Mini","Fiesta",2023,"uUpOxVkr"
"PR54FFN","Mini","A8",2015,"yvLvBMyw"
"AL08UAA","Jeep","Wrangler",2015,"NGntwqhu"
"NQ47SSB","BMW","A8",2019,"fDPCDEWA"
"WJ18ELN","Chevrolet","Model Y",2010,"DaxBRXTC"
"LT38DWA","Dodge","F-150",2012,"qHybowLm"
"XF81MCZ","Audi","Beetle",2013,"dbiBaich"
"KS37LJD","BMW","Cruze",2017,"GqPveGyI"
"AJ80DKL","Toyota","CX-9",2011,"YZOWATbd"
"SI49ELM","Chrysler","XC90",2021,"EZZzcGGV"
"MJ10XLP","Audi","Aventador",2013,"mtIdadAW"
"PY35JYR","Toyota","Corvette",2020,"vfdSBrvL"
"QJ17JVA","Mercedes Benz","Impala",2014,"NyFDwJzo"
"LA55ZAA","Chrysler","A8",2015,"bhntiFEf"
"XU80FMO","Rolls Royce","A4",2014,"diBGpCeU"
"BL92HIL","Ferrari","Sentra",2021,"qqIToDUm"
"WX89EYF","Aston Martin","LeBaron",2017,"ISgjHQwl"
"EK22LBG","Audi","CTS",2020,"WtVfJZXH"
"EE76XMN","Fiat","Corvette",2012,"JjdcPYxh"
"YZ56MWS","Mazda","Challenger",2017,"uJvEkixh"
"GT38FUO","Chrysler","Beetle",2013,"BzgEMaRQ"
"IP31OAG","Volkswagen","Grand Caravan",2015,"tmKSefNB"
"FY69ALU","Bentley","Taurus",2023,"rFudNaUn"
"IT64KSD","Smart","Escalade",2021,"BOAJzsiK"
"RD86NUF","Bentley","Model Y",2013,"WDLggiPV"
"QQ16ZOB","BMW","Colorado",2018,"rLvNpkva"
"TM29EQB","Smart","F-150",2018,"mLFMnBUO"
"HQ65KZM","Volkswagen","Model Y",2021,"ruOtEZgb"
"SS10PCA","Polestar","Corvette",2022,"nWoPirRU"
"YY09LYM","Honda","Cruze",2014,"IMbAaxnm"
"IX47GOR","Kia","Beetle",2017,"zLVpLkMO"
"GK75TPR","Chrysler","Spyder",2012,"QLbGisHm"
"TO55QVX","Rolls Royce","Spyder",2021,"mTVNGEvO"
"TL25PPM","Volvo","Malibu",2012,"NKQYdWbk"
"YI23IXP","Maserati","Malibu",2016,"LmtlIhlF"
"LO48FMJ","Porsche","1",2021,"LyNfFhpc"
"EF87XXA","Maserati","A8",2013,"rbOPUtIp"
"RL34GLE","Volkswagen","Camaro",2022,"ePbIbfGx"
"WR10FUY","Porsche","Model X",2013,"XEiLftHg"
"DW81CGP","Mini","XTS",2014,"UyowoBEp"
"JJ69PLB","Dodge","Mustang",2023,"hpbuTqYt"
"PM04JKZ","Chevrolet","Model Y",2023,"WUdjcDHQ"
"XW75TQM","Tesla","Taurus",2017,"QuxSrkSO"
"EO76HFC","Porsche","Mustang",2023,"RQwdmTsZ"
"OR83DHM","Audi","Civic",2019,"JSmKnETC"
"HH36PDY","Mazda","Element",2012,"QWsPYmzx"
"QV83IQR","Volvo","Golf",2023,"thqsqCcB"
"YM48POW","Polestar","Land Cruiser",2013,"xVYPTowh"
"PC16MLY","Bentley","Expedition",2014,"HiroIeNY"
"NL75MIU","Mazda","Expedition",2018,"ArNSbYSB"
"KM00KZM","Kia","Cruze",2024,"uvhQhveE"
"TQ65HVY","Rolls Royce","Malibu",2020,"ZZmkRufu"
"PY66THZ","Land Rover","Grand Caravan",2014,"acwTqPhy"
"WW57QLO","Bentley","Beetle",2012,"iffjGOJu"
"NV99JYR","Mercedes Benz","Model 3",2012,"cHONJisY"
"QY87LDN","Polestar","A4",2014,"KVWtBzbO"
"BQ88XCO","Chrysler","V90",2013,"ZyHHUFux"
"IR79NSB","Audi","A8",2011,"zEAnnTHz"
"TA25IIE","Aston Martin","A4",2012,"RtjXyFxv"
"HG28STW","BMW","Element",2024,"XkXjuKKq"
"DD68WUJ","Chrysler","Impala",2016,"dekzjCzf"
"HP80ETL","Polestar","Malibu",2019,"ZANrGcCr"
"MG06HTC","Volkswagen","Model T",2021,"qnEJpjeJ"
"UM74HEC","Polestar","Model Y",2022,"XERVtVhJ"
"DW99GQZ","Honda","XC90",2021,"AtfEBCej"
"WB82YTS","Dodge","Malibu",2020,"jiSMQWQY"
"CP65DCP","Bentley","Mercielago",2024,"gOnrbIda"
"SC58YBP","Hyundai","Cruze",2022,"pQSNXiTn"
"ZG65LGQ","Polestar","Countach",2022,"zBQRYhfj"
"AI63QOT","Porsche","Expedition",2015,"SuwelXAT"
"DI11VIV","BMW","Expedition",2011,"VomkBrXi"
"QJ90KXF","Mini","Volt",2015,"QobbaaMD"
"EC13WBQ","Maserati","Roadster",2014,"ztQDIwxz"
"WR17TQL","Lamborghini","Civic",2014,"MaMeHRsS"
"UL59EVP","Honda","Alpine",2023,"mhElRGND"
"QN78RKI","Tesla","2",2013,"FhLzrUDv"
"QF74DGL","Volvo","Malibu",2015,"jRHyuteP"
"XS96EBU","Bentley","XC90",2011,"kGEJcVBh"
"DD23ZTW","Mazda","Expedition",2023,"WukagqhQ"
"LO63MME","Bugatti","Grand Cherokee",2015,"sqVFhSvc"
"PS13OSU","Land Rover","Accord",2021,"YzpXOUrp"
"IX27BIY","Bugatti","Grand Cherokee",2010,"iiZxZKKT"
"NY68FYU","Smart","Volt",2015,"FCIFDIFk"
"BI30RWH","Bentley","Grand Caravan",2023,"AAYtGFSI"
"RL23NQO","Toyota","CX-9",2023,"CtsdeXZT"
"ZE57TDT","Nissan","Grand Cherokee",2021,"vSmnbDdy"
"BU33GUQ","Ferrari","2",2018,"UTYHGLsG"
"TP17FAF","Jaguar","Altima",2018,"skCFLFgg"
"AL78JVQ","Volkswagen","XTS",2021,"rmkMGBrA"
"FD51CCB","Polestar","PT Cruiser",2019,"lvPjzoEE"
"YA43HFV","Smart","Model 3",2018,"sWOXYiaE"
"EI06VKN","Jaguar","Model 3",2021,"XMsqbxoe"
"DC67CZA","Dodge","Challenger",2010,"qqWjzfzg"
"MX85QAU","Ford","Camaro",2012,"DVEIjqel"
"ZB30EMY","Ford","Cruze",2012,"IPsUnlBR"
"HG77YMF","Porsche","Beetle",2018,"RcBErZPN"
"SM06YHP","Smart","A8",2023,"SqDQYUOU"
"RG94ZTK","Maserati","Beetle",2021,"WtsCnnGk"
"XJ54SOS","Hyundai","Accord",2021,"WsZpPpzo"
"BP33NBY","Mini","Mercielago",2019,"YgqNcqxt"
"ZF25NQN","Mazda","Explorer",2011,"DhOjpJug"
"BE18KLV","Tesla","F-150",2021,"cICdDJLf"
"YJ42CBB","Ferrari","911",2016,"AteJhhTG"
"DC66LXX","Bugatti","Challenger",2015,"ouxIbwoq"
"JD44XQB","Hyundai","Charger",2021,"fbcXLOKi"
"BL19MSV","Toyota","Beetle",2023,"jmJdfyjR"
"YF92HJN","Smart","Expedition",2024,"fFxevcZJ"
"LM12NWW","Lamborghini","Escalade",2020,"taVgLqMC"
"PG53JVD","Ford","Prius",2021,"UPIEQbEx"
"SV25XIW","Honda","Roadster",2018,"ZjPKdNfC"
"XO55UKO","Jaguar","911",2015,"qVzbyJSB"
"FH67MRO","Volkswagen","Fortwo",2019,"wIzMkKDO"
"LF22OFL","BMW","El Camino",2012,"SrNzEZLC"
"TN77ITX","Chevrolet","Mustang",2018,"GOdztuGZ"
"DM12RVG","Mazda","PT Cruiser",2015,"UgCejSIU"
"CD96XZY","Polestar","Land Cruiser",2021,"qVkXwpJk"
"CI87QCM","Maserati","LeBaron",2015,"UsKlctJL"
"EW55ZAV","Mazda","Model S",2020,"iGkPljMf"
"MG93SSI","Mercedes Benz","Taurus",2021,"goBmgBEr"
"MF24VOO","Smart","V90",2015,"OohSqHZl"
"KD61DFY","Smart","Model 3",2017,"HqUzbjec"
"YV95ARL","Mini","Model T",2023,"eDgxDcaT"
"QS69BDP","Jaguar","Spyder",2012,"tmVeJRYH"
"AE76YIH","Ferrari","Alpine",2022,"VmtBCvjQ"
"KD59YIW","BMW","911",2021,"eMFeKsHM"
"VL63OWL","Dodge","Model 3",2012,"sHWERaYe"
"QN58CQG","Ford","Camry",2017,"lItoXIzd"
"XR79PFO","Chevrolet","Grand Caravan",2023,"TJXdetgS"
"FP26EIP","Chrysler","Roadster",2017,"ruCedwwx"
"SK14OIS","Chrysler","Cruze",2015,"NuUVZxBj"
"HF97TFP","Toyota","Model S",2020,"XmoEmBaU"
"NM52EHM","Chevrolet","Challenger",2020,"QPHkvsiv"
"QR99CKO","Mini","Altima",2017,"bITQXIaG"
"WF83TYS","Dodge","Model Y",2022,"LjuEpKXm"
"ZV19POK","Ferrari","CX-9",2017,"ruyGqiMT"
"UY80ZUH","Ford","Model Y",2012,"RCsbmaVv"
"NZ48FAA","Smart","Grand Cherokee",2011,"huTFNYTG"
"PY87UEE","BMW","Element",2013,"ebjdyOWR"
"IA15YYO","Nissan","Mercielago",2019,"NiecHdWt"
"YD22BKG","Land Rover","F-150",2012,"JVcDNqAN"
"JC31QNJ","Nissan","Grand Caravan",2018,"pfVSFtZf"
"MX40BLX","BMW","Beetle",2019,"dNAIshGJ"
"HZ29FIR","Volkswagen","Civic",2017,"HmuhekzE"
"KO33UQB","Bentley","Wrangler",2021,"EBLCNoSf"
"SL22JPJ","Jeep","Silverado",2012,"HVPXXrLc"
"EO50ZOW","Mercedes Benz","Durango",2017,"ztVwOZud"
"IF23XBM","Cadillac","Durango",2022,"zKjHWhsy"
"HO34YNU","Polestar","V90",2012,"eqzvWHwE"
"TV67ICA","Land Rover","V90",2019,"RqLNqYWZ"
"XV95GKW","Fiat","Land Cruiser",2021,"ATilNsjW"
"EP74XRQ","Tesla","Malibu",2023,"kVBUTMqN"
"OV27BSM","Smart","Model 3",2020,"QZGNykWT"
"XX34AMB","Ferrari","Charger",2012,"UbMNJXzM"
"FU09MQG","Ferrari","Beetle",2015,"IuyhFlBU"
"VG66ELG","Porsche","Model X",2012,"XaucCbRY"
"DY95FRF","Honda","Fortwo",2024,"LpDvoUqa"
"IO45UZY","Volvo","Escalade",2011,"RMWpBXbR"
"ON01ZCA","Aston Martin","Jetta",2012,"gfsAOiik"
"CS14OXR","Mini","A4",2015,"KxfLnano"
"YK70XQL","BMW","Countach",2015,"pgetHBVs"
"KJ22EIY","Ford","Roadster",2022,"NZnShFHg"
"GY88UJE","Mini","Model T",2010,"NnGVyMEO"
"GS04MUK","Volkswagen","Camaro",2014,"FDYOfqeA"
"OR13RAL","Fiat","Escalade",2010,"IexbyEKg"
"SG90HFW","Dodge","Jetta",2015,"RmIbEVnP"
"QH31ITX","Maserati","Accord",2021,"oDnoRuJh"
"CB23NPZ","Lamborghini","PT Cruiser",2019,"PiZYRHXo"
"MQ30JRI","Mazda","Escalade",2019,"rfMsfstM"
"KX81IOC","Maserati","Colorado",2016,"kSCPHjGg"
"OT91QQI","Ford","LeBaron",2011,"aJCEFrDh"
"UV51SSD","Mazda","Mercielago",2021,"AyzQGrWL"
"CE49ZJH","Toyota","CTS",2022,"DKqRLhOQ"
"WG60NEL","Land Rover","Silverado",2022,"VLVHLQOL"
"ZB53PXE","Lamborghini","A8",2016,"cRfEzDMT"
"GZ54ZAE","Tesla","Element",2016,"SuyaTgWU"
"FR67OZH","Honda","2",2011,"MiEJyRCC"
"ZD32AHD","Smart","Alpine",2011,"PlgREPND"
"UW34KTJ","Chevrolet","1",2016,"rHyjRiYN"
"DG74TDB","Cadillac","XC90",2019,"EoKGSujb"
"CR78ITB","Jaguar","Spyder",2017,"xvZVZDVC"
"EI62YBV","Porsche","1",2017,"QEGbgKUg"
"YB88UII","Jeep","Durango",2014,"uxKUXyUX"
"VX04HGS","BMW","Camaro",2012,"ylpQCQGw"
"RW74RTG","Polestar","Explorer",2023,"ArELGCaQ"
"FO70PYM","Ferrari","Fortwo",2018,"awTEAvZF"
"VU15WNR","Toyota","Escalade",2024,"KWMRwWtY"
"KI21ZWB","Maserati","Prius",2013,"YIphQqrj"
"CC66DIB","Jaguar","Impala",2013,"rKFUdiWm"
"EM14DJJ","Mazda","Grand Cherokee",2021,"WyyYDEag"
"VP71TEI","Bentley","Impala",2023,"HtdjkeEK"
"JT78YVX","Audi","Focus",2022,"uCPfhkKt"
"FW95UEN","Kia","XC90",2012,"aHScClfG"
"AU60TYG","Ford","A4",2015,"wUmqLyUp"
"OJ53AKA","Maserati","Durango",2022,"lYDlJlqw"
"PB13TAC","Ford","Wrangler",2016,"SzemGVaz"
"SW66CHY","Honda","Grand Cherokee",2021,"PSahFSzD"
"QW44QXH","Land Rover","Charger",2015,"oKeIIOVI"
"RI95OGJ","Jeep","Jetta",2020,"PSXjUNUD"
"OQ68ZUH","Rolls Royce","Cruze",2016,"pSQobDJq"
"WC46YUP","Mini","Model 3",2013,"XDoDigwM"
"KA96ADX","Lamborghini","Malibu",2022,"AiuucNex"
"DE19TPD","Ford","Fiesta",2019,"lCbnNCFs"
"ZH35HBP","Kia","ATS",2022,"pUWmxAcv"
"GS13IFT","Toyota","Taurus",2012,"JSvVmUqy"
"YS03SMN","Toyota","Focus",2020,"iazbhndT"
"WL63YKS","Land Rover","A4",2022,"oqvOONJh"
"GS02CMC","Cadillac","Model Y",2013,"XINXvBdV"
"NC91WPM","Land Rover","Golf",2019,"IHYpogGO"
"NE96TWQ","Tesla","Expedition",2016,"VMhGVzCW"
"PT42DUA","Volkswagen","Challenger",2017,"rfqJeXQA"
"AU82ABW","Rolls Royce","Model 3",2022,"Tvfaersm"
"AO02SRS","Mini","F-150",2023,"EyxXQJIh"
"FM93GSP","Porsche","Camry",2021,"vpqJdvSq"
"SE70QWK","Jeep","Grand Caravan",2017,"iMMYGFRf"
"ND75HJK","Fiat","1",2011,"PZeAlCRu"
"BO04NSE","Chrysler","Mercielago",2023,"AcFVBTsO"
"TT77NJU","Bugatti","F-150",2010,"gihgBNvh"
"SO71ZNE","Smart","Mercielago",2019,"QngnrjkC"
"LK52MWD","Bugatti","Model X",2010,"BUYdBwNH"
"PD61TFH","Smart","Spyder",2019,"LkMPtqlf"
"FD32LBP","Dodge","Colorado",2012,"wVBqRdbQ"
"YT48PDM","Volkswagen","Accord",2011,"xyaFjmim"
"RB67CZH","Toyota","Ranchero",2023,"rFYiWQnu"
"HK95KYP","Cadillac","Model Y",2013,"HJTXvhAK"
"LF65EAP","Ford","Aventador",2020,"ljkcePOC"
"TC04IAZ","Nissan","Taurus",2020,"WtPVwdxo"
"XF86YEQ","Kia","2",2022,"xKymFdNR"
"BP03CAE","Lamborghini","Grand Caravan",2016,"QSChxUbv"
"UW53PUS","Bugatti","Taurus",2018,"VjbQdKqo"
"GO10VYF","Jaguar","Jetta",2010,"xNgcRzxi"
"IE31KHB","Land Rover","Model 3",2013,"gMZqGQMa"
"NV89PBO","Mercedes Benz","911",2018,"EnToTzDT"
"YC84QWJ","Ferrari","Volt",2012,"rvZOnnWK"
"SO52NHK","Land Rover","F-150",2014,"eRwiSedZ"
"VZ23CKJ","Kia","Land Cruiser",2020,"XnrNppJA"
"ZO80DMR","Rolls Royce","Beetle",2024,"HKYOQTqs"
"SK10DMC","Kia","A8",2018,"qoClSugW"
"KI73DSO","Fiat","Impala",2020,"lopDoeXT"
"WK35TMC","Tesla","Camry",2017,"hqCGTuSg"
"TX12SVX","Polestar","Charger",2014,"LbtOIIJl"
"GY05NEW","Maserati","El Camino",2017,"keshRshE"
"ED40BJJ","Chrysler","CX-9",2010,"wvUzKjfu"
"ZR95UKP","Chevrolet","Prius",2017,"qxTucpZI"
"ZK50SNS","Chrysler","CTS",2019,"EZMsjHcd"
"NO60MYS","Jaguar","Charger",2012,"TdwmlglJ"
"LV16RRP","Mazda","Element",2021,"uusykcBj"
"PF42NOV","Kia","Fortwo",2019,"IwOSptgd"
"CG76DAJ","Toyota","Sentra",2012,"kDAtvnus"
"EC10TMZ","Ford","ATS",2011,"BVzgkSQJ"
"YC16PZC","Tesla","ATS",2012,"gAmGjfvv"
"WH52AGY","Kia","Civic",2017,"YJfPNSby"
"MI98DCD","Toyota","Countach",2013,"EQdOpSxy"
"JZ40QQL","Polestar","Roadster",2019,"MAiUWOMh"
"FY07ACA","Toyota","Prius",2012,"MubIHPnf"
"NS39YXI","Jeep","Grand Caravan",2020,"yHHcrpqX"
"MK29ZCW","Land Rover","A8",2018,"FKbmItLe"
"CE57VFR","Mercedes Benz","Model T",2011,"NTkJcmEz"
"HL65RNN","Volvo","Durango",2014,"bYfyZfSC"
"EZ60RVA","Fiat","CTS",2019,"SzJvzgRb"
"MR79KVM","Chevrolet","Sentra",2015,"BeipFcqK"
"YQ15YVS","Toyota","A4",2013,"ImPGUXib"
"ZR67GAS","Smart","Spyder",2014,"WGALzcUD"
"WO59GHF","Hyundai","Sentra",2023,"gdbaNDrr"
"VX09SDB","Mazda","Fortwo",2021,"MBJJlYvt"
"QW24OQR","Kia","Challenger",2023,"FymYrNDJ"
"HP15BGX","Ford","Ranchero",2022,"JxzQziqB"
"GK76ONL","Kia","Expedition",2010,"QTEmQUEu"
"CW32CNO","Dodge","Grand Caravan",2015,"giUqThoS"
"UN89KHE","Chevrolet","LeBaron",2022,"VstJWCkC"
"UN40JFC","Bentley","Fortwo",2015,"JbmyKPuE"
"FB64NUO","Ferrari","Escalade",2021,"KNSbdSAJ"
"YZ72ILW","Kia","Model Y",2018,"kYYRyQAt"
"RM92XMS","Lamborghini","Colorado",2016,"SGvFSKax"
"QP95DHY","Toyota","CX-9",2016,"yrqwdNbX"
"IN03XWM","Cadillac","Durango",2019,"ANIAjSEO"
"II40PAA","Volkswagen","Countach",2011,"vuqlphSa"
"FO61BQB","Volvo","V90",2020,"EsCuHNxC"
"IB81TAW","Smart","PT Cruiser",2015,"ovUetwNo"
"OP68BQL","Audi","Alpine",2011,"rtSBCpQO"
"WX66BBA","Kia","Volt",2012,"tmiKMqDj"
"YC55ALR","Chevrolet","Wrangler",2014,"ouzJvguI"
"QH58IPX","Jeep","Sentra",2020,"eCAPlydd"
"LY71ZQA","Maserati","Charger",2012,"ebBbqqOl"
"HU51PGC","Maserati","Malibu",2022,"qsljkEUy"
"YD75IAX","Jeep","Grand Cherokee",2020,"fVAPKGDm"
"YQ92QNK","Kia","Land Cruiser",2017,"fSgMfIIW"
"IR97VTB","Mazda","Grand Caravan",2016,"DqnkGgzu"
"EZ60AIO","Volvo","Expedition",2018,"MxySpZlN"
"KD16CLU","Tesla","Model Y",2011,"oiXaWldu"
"LV02VYQ","Chevrolet","A4",2019,"TseTZkkt"
"SH14PDJ","Cadillac","A4",2013,"ySTJajwA"
"XT95CQI","Dodge","Cruze",2012,"mhpGVfGF"
"JU33PIP","Bentley","911",2018,"YUsLmxCg"
"YM25MTI","Kia","LeBaron",2022,"dSaVRIbA"
"DR81DWY","Aston Martin","Colorado",2010,"ZtlgTOvR"
"TR91LXL","Tesla","Durango",2015,"fEzWiFSl"
"HF94IVN","Nissan","2",2016,"ojFxGjCt"
"UT09OGM","Polestar","Grand Cherokee",2011,"TjwctaBM"
"PD08JKM","Ferrari","Roadster",2017,"jwQvCMHv"
"IE65VBB","Cadillac","Prius",2017,"xQXMDiQh"
"PI35FOA","Dodge","A4",2013,"KLLiDKkl"
"NI99FOY","Audi","Model S",2013,"DGvWGRVR"
"VA62XXT","Smart","Civic",2013,"rytpIdbY"
"QE53WJN","Lamborghini","Model X",2011,"aOBzCGSB"
"AO75CDZ","Jaguar","Durango",2015,"GFlHstqS"
"TS48SIJ","Smart","Volt",2015,"dFlhxwax"
"FL49RLU","Polestar","A8",2017,"wCmnOmNe"
"LD75VZT","Bentley","Camry",2018,"taMEDNrW"
"PT43PJN","BMW","Cruze",2013,"mKgNgYbd"
"NR12VNN","Chrysler","Escalade",2015,"EsubOmwp"
"IP51OIK","Polestar","Durango",2020,"ECGIYFnP"
"RW77JSZ","Jaguar","CX-9",2019,"JqsbglyG"
"JK05IRU","Volvo","ATS",2010,"VQSNKPFA"
"GZ21FLF","Aston Martin","Corvette",2023,"GvTmEtyT"
"FC46ETQ","Mercedes Benz","Camry",2018,"MxIQfECG"
"DY65REO","Maserati","Altima",2023,"xIfwdrDx"
"ZB79HSO","Mazda","A8",2022,"nYmPixYb"
"WV21IFF","Bugatti","ATS",2022,"BdEVfxua"
"PW18HZS","Bugatti","Jetta",2010,"TUKsPJnB"
"DD02RIS","Honda","Roadster",2023,"RueIGWML"
"QB87VQC","Jaguar","XC90",2023,"vXPoCypH"
"UK18BZF","Rolls Royce","1",2017,"eGyzpXfL"
"YO81VSQ","Honda","Expedition",2011,"afJpmEGE"
"TP23UUJ","Nissan","Expedition",2022,"DHyLVOMz"
"KY60EIX","Tesla","Beetle",2015,"CqPUfHfw"
"NG90KSC","Lamborghini","Colorado",2017,"niqZaDBn"
"ES43AYO","Ferrari","Wrangler",2022,"DrTQaJse"
"NS57SDT","Volvo","Beetle",2015,"DbiYWzRo"
"LT10WNJ","Maserati","Colorado",2019,"qgcybCnr"
"WU65PYH","Smart","Model Y",2012,"EtULIWHN"
"LA86JIF","Porsche","2",2016,"UJLLVeas"
"UX22NFQ","Jeep","Prius",2012,"enEihIFi"
"JJ15YFC","Porsche","Camaro",2013,"NrHPioMf"
"PI91ZHR","Bentley","Charger",2021,"ZQyvdcma"
"AB13CUZ","Smart","Impala",2020,"jjwAWhQY"
"NF85UCR","Mercedes Benz","Altima",2024,"zukscgmw"
"MW99FVX","Rolls Royce","Golf",2019,"MsULDPQz"
"CZ61ACQ","Mazda","Model Y",2018,"QJkIgoTU"
"OC04RAW","Dodge","El Camino",2021,"JjecvaDG"
"YL37SWU","Ferrari","Model X",2022,"pNUVHHxi"
"JE61KPI","Lamborghini","Grand Cherokee",2017,"fxHvrQAF"
"QJ57NHL","Aston Martin","Grand Caravan",2022,"RONgKEle"
"ZG91QKS","Bugatti","Escalade",2023,"POYXAuRq"
"RY51AXF","Porsche","Element",2018,"DtyYERgS"
"XJ55SDD","Ferrari","Aventador",2015,"RIswtYSa"
"TL74HRC","Jeep","Jetta",2015,"KTnRTTMF"
"BM98ZAW","Fiat","Model S",2014,"aARTRcBA"
"KH14TLP","Mercedes Benz","Colorado",2018,"uzeseTNu"
"JM13AXR","Tesla","Jetta",2020,"FCKJbCez"
"ZK92OQZ","Chevrolet","CTS",2016,"kLOZzDYa"
"AL66IRL","Land Rover","Ranchero",2021,"eDTDjnsf"
"QN96TGU","Fiat","CTS",2019,"UVNWoDZC"
"OZ40HNZ","Bugatti","Civic",2014,"NtatCtCL"
"HD70CRL","Toyota","V90",2020,"AlDvpfXT"
"OZ61DQC","Nissan","Charger",2022,"KfiCpoAY"
"MJ24DUJ","Rolls Royce","CTS",2018,"ZOlWocWc"
"UG38IRZ","Dodge","Colorado",2011,"VXdzhgbj"
"NF50KUN","Bugatti","Malibu",2022,"RebrqkAO"
"DG42EGW","Jeep","Challenger",2012,"nXzoVEOk"
"QI51CIR","Tesla","A4",2017,"RFIJJsSu"
"KM40MXU","Cadillac","Mercielago",2016,"SXPGPDSc"
"VU30YPE","Chevrolet","Fiesta",2016,"fSKeQJQx"
"JP75DIN","Mini","Altima",2017,"RudNIEyd"
"IR50ILG","Chrysler","Charger",2017,"bVMaKlqF"
"QH05CRO","Maserati","Corvette",2022,"rYecyOFh"
"KL29HVD","Mini","XTS",2020,"gXKxrNnw"
"WJ59JMS","Mercedes Benz","Wrangler",2012,"iTlOSUrK"
"VB48LNU","Mazda","Fiesta",2023,"sLpEyZyL"
"UF35GNT","Bugatti","Roadster",2017,"odaKPRFW"
"IZ51JEL","Maserati","Fiesta",2017,"JcPyGnix"
"FN21UCM","Mercedes Benz","Mustang",2014,"EjumPcpi"
"OC42CMB","Toyota","Wrangler",2023,"ANclyfjt"
"OU43GGZ","Volvo","Volt",2017,"ReJPiZaW"
"TI83GMB","Mini","Countach",2021,"bJarniok"
"MN99ATU","Bentley","Alpine",2010,"nAkfMhFt"
"BS88DDD","Ferrari","Model Y",2023,"ZUSkmXZn"
"NY75TZL","Aston Martin","Charger",2015,"dVbcXLOK"
"HN92YPY","Chrysler","Mercielago",2017,"nuiFoaly"
"AD90YEZ","Honda","PT Cruiser",2013,"MtKOcnRG"
"FC06JKJ","Polestar","Grand Cherokee",2016,"XCyhSxPo"
"DS94UCQ","Mercedes Benz","V90",2013,"vMXOrIhT"
"NF67GJN","Fiat","A8",2022,"nPqQaZRF"
"UN86KPE","Mini","Silverado",2013,"AJdFVvKQ"
"TT45LOJ","Chevrolet","A8",2023,"mcyfXZkA"
"LN23UWH","Land Rover","A4",2019,"qoQAqpoC"
"NY60AWV","Smart","Camry",2017,"lUcPvyrP"
"LS96RKJ","Rolls Royce","XC90",2019,"JhSQNovf"
"NW00DQH","Fiat","V90",2023,"yQpAVjtO"
"TC61MGM","Rolls Royce","Beetle",2011,"qqSMFdSp"
"HZ82WCA","Cadillac","Fortwo",2013,"rjTOaHrz"
"HU47TZT","Mini","Fiesta",2019,"SnxkkejB"
"XP73JDS","Tesla","Impala",2017,"PlZROwvU"
"WA48AMV","Hyundai","Model T",2011,"WgUXWGeT"
"PV55QSW","Ferrari","Jetta",2012,"ZVqCsfOD"
"XU30YQN","Maserati","Fiesta",2020,"SrDadqja"
